event_result_id,pdga_event_id,pdga_number,division,place,total_score,cash,event_rating
4039689,77775,44382,MPO,1,180,10000,1052
4039690,77775,38008,MPO,2,181,7000,1050
4039691,77775,35449,MPO,3,182,4500,1048
4039692,77775,75412,MPO,4,184,3300,1044
4039693,77775,85132,MPO,5,185,2535,1042
4039694,77775,50670,MPO,6,186,2034,1041
4039695,77775,18330,MPO,6,186,2034,1040
4039696,77775,60436,MPO,6,186,2034,1040
4039697,77775,58923,MPO,9,187,1643,1038
4039698,77775,91249,MPO,9,187,1643,1038
4039699,77775,122356,MPO,9,187,1643,1038
4039700,77775,80331,MPO,12,188,1450,1036
4039701,77775,59635,MPO,13,189,1370,1034
4039702,77775,48950,MPO,14,190,1255,1032
4039703,77775,69424,MPO,14,190,1255,1032
4039704,77775,50671,MPO,16,191,1160,1031
4039705,77775,31644,MPO,17,192,921,1029
4039706,77775,76669,MPO,17,192,921,1028
4039707,77775,8332,MPO,17,192,921,1029
4039708,77775,63765,MPO,17,192,921,1029
4039709,77775,87673,MPO,17,192,921,1029
4039710,77775,11534,MPO,17,192,921,1028
4039711,77775,57365,MPO,17,192,921,1028
4039712,77775,91925,MPO,17,192,921,1028
4039713,77775,81739,MPO,17,192,921,1028
4039714,77775,79748,MPO,26,193,725,1026
4039715,77775,129963,MPO,26,193,725,1026
4039716,77775,62467,MPO,28,194,615,1025
4039717,77775,24341,MPO,28,194,615,1024
4039718,77775,89394,MPO,28,194,615,1025
4039719,77775,65266,MPO,28,194,615,1024
4039720,77775,34250,MPO,28,194,615,1025
4039721,77775,61770,MPO,28,194,615,1024
4039722,77775,145206,MPO,34,195,503,1023
4039723,77775,13864,MPO,34,195,503,1023
4039724,77775,45971,MPO,34,195,503,1023
4039725,77775,88212,MPO,34,195,503,1022
4039726,77775,68285,MPO,34,195,503,1022
4039727,77775,97115,MPO,34,195,503,1022
4039728,77775,75590,MPO,40,196,435,1021
4039729,77775,101574,MPO,40,196,435,1021
4039730,77775,98091,MPO,40,196,435,1020
4039731,77775,93475,MPO,40,196,435,1020
4039732,77775,41760,MPO,44,197,270,1019
4039733,77775,79047,MPO,44,197,270,1019
4039734,77775,33705,MPO,44,197,270,1019
4039735,77775,98161,MPO,47,198,0,1017
4039736,77775,68286,MPO,47,198,0,1017
4039737,77775,72844,MPO,47,198,0,1016
4039738,77775,59419,MPO,47,198,0,1017
4039739,77775,53565,MPO,47,198,0,1017
4039740,77775,51685,MPO,52,199,0,1015
4039741,77775,17295,MPO,52,199,0,1015
4039742,77775,25541,MPO,52,199,0,1015
4039743,77775,50401,MPO,52,199,0,1015
4039744,77775,119504,MPO,52,199,0,1014
4039745,77775,132521,MPO,52,199,0,1015
4039746,77775,39015,MPO,52,199,0,1015
4039747,77775,54049,MPO,52,199,0,1015
4039748,77775,27523,MPO,52,199,0,1015
4039749,77775,113179,MPO,61,200,0,1013
4039750,77775,78817,MPO,112,999,0,1012
4039751,77775,96512,MPO,62,201,0,1011
4039752,77775,27171,MPO,63,202,0,1009
4039753,77775,88279,MPO,63,202,0,1009
4039754,77775,100815,MPO,63,202,0,1009
4039755,77775,43834,MPO,63,202,0,1009
4039756,77775,68103,MPO,63,202,0,1009
4039757,77775,153445,MPO,63,202,0,1009
4039758,77775,58320,MPO,69,203,0,1007
4039759,77775,9852,MPO,70,204,0,1006
4039760,77775,121715,MPO,70,204,0,1005
4039761,77775,85850,MPO,70,204,0,1004
4039762,77775,99246,MPO,70,204,0,1005
4039763,77775,89460,MPO,74,205,0,1003
4039764,77775,101197,MPO,74,205,0,1003
4039765,77775,139228,MPO,74,205,0,1003
4039766,77775,129032,MPO,74,205,0,1003
4039767,77775,99648,MPO,74,205,0,1002
4039768,77775,43762,MPO,79,206,0,1001
4039769,77775,67172,MPO,79,206,0,1001
4039770,77775,87143,MPO,79,206,0,1001
4039771,77775,44458,MPO,79,206,0,1001
4039772,77775,144530,MPO,79,206,0,1001
4039773,77775,120743,MPO,84,207,0,999
4039774,77775,151744,MPO,84,207,0,999
4039775,77775,106915,MPO,86,208,0,997
4039776,77775,144929,MPO,86,208,0,997
4039777,77775,68835,MPO,86,208,0,997
4039778,77775,100818,MPO,89,209,0,995
4039779,77775,71872,MPO,89,209,0,995
4039780,77775,55340,MPO,89,209,0,995
4039781,77775,47136,MPO,92,210,0,993
4039782,77775,99053,MPO,92,210,0,992
4039783,77775,120343,MPO,94,211,0,991
4039784,77775,172633,MPO,94,211,0,991
4039785,77775,53332,MPO,96,212,0,988
4039786,77775,139619,MPO,96,212,0,989
4039787,77775,58644,MPO,98,213,0,987
4039788,77775,55021,MPO,98,213,0,987
4039789,77775,91397,MPO,98,213,0,987
4039790,77775,18706,MPO,101,214,0,985
4039791,77775,138355,MPO,101,214,0,985
4039792,77775,26455,MPO,103,215,0,983
4039793,77775,92805,MPO,103,215,0,984
4039794,77775,38631,MPO,103,215,0,983
4039795,77775,58814,MPO,106,216,0,982
4039796,77775,128378,MPO,107,217,0,980
4039797,77775,65715,MPO,108,218,0,978
4039798,77775,152518,MPO,109,224,0,966
4039799,77775,99153,MPO,110,227,0,959
4039800,77775,170866,MPO,111,232,0,950
4039801,77775,64927,FPO,1,188,6250,1012
4039802,77775,144112,FPO,2,193,3700,1001
4039803,77775,85942,FPO,3,194,2251,999
4039804,77775,133547,FPO,3,194,2251,998
4039805,77775,59227,FPO,5,196,1600,994
4039806,77775,114560,FPO,6,198,1400,989
4039807,77775,122208,FPO,7,203,1132,979
4039808,77775,48976,FPO,7,203,1132,978
4039809,77775,176242,FPO,9,205,950,974
4039810,77775,99455,FPO,10,207,812,969
4039811,77775,29190,FPO,10,207,812,969
4039812,77775,63257,FPO,12,211,700,961
4039813,77775,32917,FPO,13,213,650,956
4039814,77775,198446,FPO,14,214,580,954
4039815,77775,62880,FPO,14,214,580,953
4039816,77775,139109,FPO,16,215,530,951
4039817,77775,33833,FPO,17,216,488,949
4039818,77775,124963,FPO,17,216,488,949
4039819,77775,138272,FPO,19,217,338,947
4039820,77775,51277,FPO,19,217,338,947
4039821,77775,112647,FPO,19,217,338,947
4039822,77775,147050,FPO,19,217,338,947
4039823,77775,99441,FPO,19,217,338,946
4039824,77775,79233,FPO,24,218,0,945
4039825,77775,34563,FPO,25,220,0,940
4039826,77775,44184,FPO,26,221,0,938
4039827,77775,62879,FPO,27,222,0,936
4039828,77775,50656,FPO,28,223,0,933
4039829,77775,176243,FPO,29,224,0,930
4039830,77775,59431,FPO,30,226,0,926
4039831,77775,58276,FPO,31,227,0,924
4039832,77775,61144,FPO,31,227,0,924
4039833,77775,71262,FPO,31,227,0,924
4039834,77775,157471,FPO,31,227,0,923
4039835,77775,75029,FPO,35,233,0,910
4039836,77775,203310,FPO,36,236,0,903
4039837,77775,66842,FPO,36,236,0,903
4039838,77775,6440,FPO,38,239,0,896
4039839,77775,142354,FPO,39,244,0,884
4039840,77775,216412,FPO,40,247,0,878
4039841,77775,170182,FPO,41,248,0,875
4039842,77775,81351,FPO,42,999,0,1003
4039843,77775,6439,FPO,42,999,0,857
4054828,77758,75412,MPO,1,217,12000,1055
4054829,77758,91249,MPO,2,218,6500,1053
4054830,77758,69424,MPO,2,218,6500,1053
4054831,77758,44382,MPO,4,223,2900,1044
4054832,77758,72844,MPO,4,223,2900,1043
4054833,77758,62467,MPO,6,224,2300,1042
4054834,77758,50671,MPO,7,225,1950,1041
4054835,77758,15857,MPO,7,225,1950,1041
4054836,77758,85132,MPO,7,225,1950,1039
4054837,77758,38008,MPO,10,226,1575,1038
4054838,77758,57365,MPO,10,226,1575,1037
4054839,77758,81739,MPO,10,226,1575,1038
4054840,77758,69509,MPO,10,226,1575,1038
4054841,77758,18824,MPO,10,226,1575,1038
4054842,77758,91925,MPO,15,227,1290,1036
4054843,77758,17295,MPO,15,227,1290,1037
4054844,77758,79748,MPO,15,227,1290,1037
4054845,77758,121715,MPO,18,228,1110,1033
4054846,77758,145206,MPO,18,228,1110,1034
4054847,77758,27171,MPO,18,228,1110,1034
4054848,77758,44512,MPO,21,229,975,1033
4054849,77758,33705,MPO,21,229,975,1032
4054850,77758,34250,MPO,23,230,826,1030
4054851,77758,63765,MPO,23,230,826,1031
4054852,77758,24341,MPO,23,230,826,1031
4054853,77758,54049,MPO,23,230,826,1030
4054854,77758,122356,MPO,27,231,695,1029
4054855,77758,100497,MPO,27,231,695,1029
4054856,77758,48950,MPO,29,232,623,1026
4054857,77758,58320,MPO,29,232,623,1027
4054858,77758,13864,MPO,29,232,623,1027
4054859,77758,31644,MPO,32,233,560,1025
4054860,77758,43762,MPO,32,233,560,1024
4054861,77758,98091,MPO,32,233,560,1024
4054862,77758,47472,MPO,35,234,525,1023
4054863,77758,94844,MPO,36,235,480,1021
4054864,77758,68285,MPO,36,235,480,1021
4054865,77758,68286,MPO,36,235,480,1021
4054866,77758,89959,MPO,36,235,480,1021
4054867,77758,59635,MPO,36,235,480,1021
4054868,77758,88212,MPO,41,236,440,1020
4054869,77758,35449,MPO,42,237,419,1018
4054870,77758,75590,MPO,42,237,419,1018
4054871,77758,58923,MPO,42,237,419,1017
4054872,77758,18330,MPO,45,238,400,1014
4054873,77758,65266,MPO,46,239,0,1013
4054874,77758,59419,MPO,47,176,0,1020
4054875,77758,101574,MPO,47,176,0,1022
4054876,77758,50670,MPO,47,176,0,1021
4054877,77758,39015,MPO,47,176,0,1019
4054878,77758,34344,MPO,47,176,0,1021
4054879,77758,128378,MPO,52,177,0,1019
4054880,77758,97115,MPO,52,177,0,1019
4054881,77758,50401,MPO,52,177,0,1019
4054882,77758,51685,MPO,52,177,0,1019
4054883,77758,61770,MPO,52,177,0,1018
4054884,77758,41760,MPO,52,177,0,1018
4054885,77758,99053,MPO,52,177,0,1018
4054886,77758,82098,MPO,52,177,0,1017
4054887,77758,79047,MPO,52,177,0,1018
4054888,77758,73695,MPO,61,178,0,1016
4054889,77758,65715,MPO,61,178,0,1016
4054890,77758,91397,MPO,61,178,0,1016
4054891,77758,98161,MPO,64,179,0,1014
4054892,77758,27523,MPO,64,179,0,1014
4054893,77758,39491,MPO,64,179,0,1012
4054894,77758,93475,MPO,64,179,0,1013
4054895,77758,35876,MPO,64,179,0,1013
4054896,77758,80331,MPO,69,180,0,1012
4054897,77758,129061,MPO,69,180,0,1011
4054898,77758,153445,MPO,69,180,0,1011
4054899,77758,85850,MPO,72,181,0,1007
4054900,77758,76669,MPO,72,181,0,1008
4054901,77758,132521,MPO,72,181,0,1008
4054902,77758,144530,MPO,72,181,0,1008
4054903,77758,61186,MPO,76,182,0,1006
4054904,77758,56555,MPO,76,182,0,1006
4054905,77758,100818,MPO,76,182,0,1006
4054906,77758,8332,MPO,76,182,0,1006
4054907,77758,139228,MPO,76,182,0,1005
4054908,77758,140954,MPO,81,183,0,1004
4054909,77758,101197,MPO,81,183,0,1003
4054910,77758,48346,MPO,83,184,0,1000
4054911,77758,129963,MPO,83,184,0,1001
4054912,77758,89394,MPO,83,184,0,1002
4054913,77758,3140,MPO,83,184,0,1001
4054914,77758,79753,MPO,83,184,0,1002
4054915,77758,144536,MPO,83,184,0,1002
4054916,77758,118426,MPO,83,184,0,1001
4054917,77758,139619,MPO,83,184,0,1000
4054918,77758,11534,MPO,83,184,0,1001
4054919,77758,56511,MPO,92,186,0,996
4054920,77758,47689,MPO,92,186,0,996
4054921,77758,53332,MPO,94,187,0,994
4054922,77758,99648,MPO,94,187,0,993
4054923,77758,60436,MPO,96,189,0,988
4054924,77758,28359,MPO,97,190,0,986
4054925,77758,210763,MPO,97,190,0,986
4054926,77758,67172,MPO,97,190,0,985
4054927,77758,53565,MPO,100,191,0,983
4054928,77758,68835,MPO,101,193,0,979
4054929,77758,113179,MPO,101,193,0,978
4054930,77758,99246,MPO,103,194,0,977
4054931,77758,27812,MPO,103,194,0,974
4054932,77758,88279,MPO,105,195,0,972
4054933,77758,49885,MPO,106,196,0,970
4054934,77758,68103,MPO,107,198,0,966
4054935,77758,82297,MPO,108,999,0,1002
4054936,77758,25541,MPO,108,999,0,996
4054937,77758,96512,MPO,108,999,0,996
4054938,77758,38631,MPO,108,999,0,997
4054939,77758,78817,MPO,112,999,0,994
4054940,77758,73986,FPO,1,244,8000,1007
4054941,77758,48976,FPO,2,251,4500,995
4054942,77758,133547,FPO,3,253,3000,991
4054943,77758,64927,FPO,4,254,1960,989
4054944,77758,81351,FPO,4,254,1960,989
4054945,77758,59227,FPO,6,256,1499,985
4054946,77758,144112,FPO,6,256,1499,986
4054947,77758,114560,FPO,8,258,1240,982
4054948,77758,85942,FPO,9,259,1120,980
4054949,77758,99441,FPO,10,260,1000,978
4054950,77758,62879,FPO,11,267,860,965
4054951,77758,7438,FPO,11,267,860,965
4054952,77758,29190,FPO,13,270,760,959
4054953,77758,32917,FPO,14,271,700,958
4054954,77758,66599,FPO,15,273,650,954
4054955,77758,109996,FPO,16,274,564,952
4054956,77758,99455,FPO,16,274,564,951
4054957,77758,50656,FPO,16,274,564,952
4054958,77758,62325,FPO,19,275,500,950
4054959,77758,124963,FPO,20,276,470,949
4054960,77758,79233,FPO,21,281,430,939
4054961,77758,215439,FPO,21,281,430,939
4054962,77758,139109,FPO,21,281,430,939
4054963,77758,112647,FPO,24,284,200,934
4054964,77758,66842,FPO,24,284,200,934
4054965,77758,32654,FPO,26,209,0,944
4054966,77758,44184,FPO,27,210,0,941
4054967,77758,147050,FPO,27,210,0,943
4054968,77758,15354,FPO,29,211,0,939
4054969,77758,138272,FPO,30,212,0,937
4054970,77758,71262,FPO,30,212,0,937
4054971,77758,51277,FPO,30,212,0,937
4054972,77758,142354,FPO,33,213,0,934
4054973,77758,59431,FPO,33,213,0,936
4054974,77758,34563,FPO,35,216,0,926
4054975,77758,111487,FPO,35,216,0,928
4054976,77758,140947,FPO,37,219,0,919
4054977,77758,75029,FPO,38,220,0,917
4054978,77758,33833,FPO,38,220,0,918
4054979,77758,130342,FPO,40,222,0,913
4054980,77758,184736,FPO,41,224,0,907
4054981,77758,61144,FPO,41,224,0,907
4054982,77758,144791,FPO,43,225,0,906
4054983,77758,146137,FPO,44,229,0,894
4054984,77758,79777,FPO,45,230,0,893
4054985,77758,237609,FPO,46,234,0,883
4054986,77758,133701,FPO,47,244,0,858
4054987,77758,63257,FPO,48,999,0,789
4068646,77759,91249,MPO,1,162,10000,1063
4068647,77759,85132,MPO,2,163,6000,1061
4068648,77759,45971,MPO,3,164,4000,1057
4068649,77759,44382,MPO,4,165,2655,1055
4068650,77759,75412,MPO,4,165,2655,1057
4068651,77759,79748,MPO,6,166,1900,1055
4068652,77759,75590,MPO,6,166,1900,1052
4068653,77759,44512,MPO,8,167,1625,1050
4068654,77759,62467,MPO,9,168,1450,1049
4068655,77759,18330,MPO,9,168,1450,1049
4068656,77759,101574,MPO,11,169,1325,1048
4068657,77759,50671,MPO,12,170,1215,1044
4068658,77759,122356,MPO,12,170,1215,1044
4068659,77759,57365,MPO,14,171,1110,1041
4068660,77759,60436,MPO,15,172,1050,1038
4068661,77759,31644,MPO,16,173,905,1038
4068662,77759,8332,MPO,16,173,905,1037
4068663,77759,91925,MPO,16,173,905,1037
4068664,77759,35449,MPO,16,173,905,1038
4068665,77759,72844,MPO,16,173,905,1036
4068666,77759,69509,MPO,21,174,785,1035
4068667,77759,27523,MPO,22,175,720,1033
4068668,77759,48950,MPO,22,175,720,1032
4068669,77759,34250,MPO,24,176,620,1030
4068670,77759,63765,MPO,24,176,620,1029
4068671,77759,41760,MPO,24,176,620,1030
4068672,77759,54049,MPO,24,176,620,1030
4068673,77759,15857,MPO,24,176,620,1029
4068674,77759,80331,MPO,29,177,500,1029
4068675,77759,79047,MPO,29,177,500,1027
4068676,77759,50670,MPO,29,177,500,1027
4068677,77759,38464,MPO,29,177,500,1028
4068678,77759,59635,MPO,29,177,500,1028
4068679,77759,43762,MPO,29,177,500,1025
4068680,77759,97115,MPO,29,177,500,1027
4068681,77759,69424,MPO,29,177,500,1028
4068682,77759,18824,MPO,37,178,430,1026
4068683,77759,60259,MPO,37,178,430,1024
4068684,77759,96512,MPO,37,178,430,1025
4068685,77759,132521,MPO,40,179,400,1024
4068686,77759,17295,MPO,40,179,400,1023
4068687,77759,58923,MPO,40,179,400,1023
4068688,77759,47472,MPO,40,179,400,1022
4068689,77759,81739,MPO,44,180,95,1020
4068690,77759,50401,MPO,44,180,95,1020
4068691,77759,98091,MPO,44,180,95,1022
4068692,77759,27171,MPO,44,180,95,1020
4068693,77759,51685,MPO,44,180,95,1019
4068694,77759,82098,MPO,44,180,95,1019
4068695,77759,121715,MPO,44,180,95,1019
4068696,77759,101197,MPO,44,180,95,1020
4068697,77759,48346,MPO,52,181,0,1018
4068698,77759,58320,MPO,52,181,0,1018
4068699,77759,35876,MPO,52,181,0,1018
4068700,77759,53332,MPO,52,181,0,1017
4068701,77759,53565,MPO,56,182,0,1015
4068702,77759,76669,MPO,56,182,0,1017
4068703,77759,89959,MPO,56,182,0,1015
4068704,77759,68103,MPO,59,183,0,1014
4068705,77759,129061,MPO,59,183,0,1013
4068706,77759,88212,MPO,59,183,0,1013
4068707,77759,34344,MPO,62,184,0,1010
4068708,77759,33705,MPO,62,184,0,1008
4068709,77759,68286,MPO,62,184,0,1012
4068710,77759,65715,MPO,62,184,0,1011
4068711,77759,100497,MPO,62,184,0,1010
4068712,77759,139228,MPO,67,185,0,1006
4068713,77759,25541,MPO,67,185,0,1009
4068714,77759,145870,MPO,69,186,0,1006
4068715,77759,65266,MPO,69,186,0,1005
4068716,77759,99648,MPO,69,186,0,1007
4068717,77759,89394,MPO,69,186,0,1006
4068718,77759,56555,MPO,69,186,0,1005
4068719,77759,39491,MPO,74,187,0,1002
4068720,77759,144536,MPO,74,187,0,1004
4068721,77759,73695,MPO,74,187,0,1003
4068722,77759,67172,MPO,74,187,0,1003
4068723,77759,99053,MPO,74,187,0,1003
4068724,77759,27812,MPO,79,188,0,1001
4068725,77759,49885,MPO,79,188,0,999
4068726,77759,13864,MPO,79,188,0,1001
4068727,77759,39015,MPO,79,188,0,1001
4068728,77759,88279,MPO,79,188,0,1002
4068729,77759,100818,MPO,79,188,0,1001
4068730,77759,140954,MPO,85,189,0,998
4068731,77759,11534,MPO,85,189,0,999
4068732,77759,118426,MPO,85,189,0,997
4068733,77759,47689,MPO,85,189,0,998
4068734,77759,144530,MPO,89,190,0,996
4068735,77759,91397,MPO,89,190,0,995
4068736,77759,129963,MPO,89,190,0,996
4068737,77759,115742,MPO,92,191,0,995
4068738,77759,85850,MPO,93,192,0,992
4068739,77759,78268,MPO,93,192,0,991
4068740,77759,61770,MPO,95,193,0,989
4068741,77759,98161,MPO,96,194,0,987
4068742,77759,128378,MPO,97,195,0,984
4068743,77759,145206,MPO,97,195,0,984
4068744,77759,153445,MPO,97,195,0,985
4068745,77759,139619,MPO,97,195,0,984
4068746,77759,59419,MPO,97,195,0,982
4068747,77759,187533,MPO,102,196,0,981
4068748,77759,79753,MPO,103,198,0,978
4068749,77759,168538,MPO,104,199,0,973
4068750,77759,56511,MPO,105,200,0,972
4068751,77759,68835,MPO,106,201,0,969
4068752,77759,3140,MPO,107,202,0,966
4068753,77759,135467,MPO,108,204,0,961
4068754,77759,61186,MPO,109,999,0,NULL
4068755,77759,87143,MPO,109,999,0,959
4068756,77759,99246,MPO,109,999,0,951
4068757,77759,106915,MPO,112,999,0,912
4068758,77759,48976,FPO,1,172,6500,1029
4068759,77759,73986,FPO,2,183,3500,1000
4068760,77759,85942,FPO,3,188,2400,988
4068761,77759,114560,FPO,4,190,1635,982
4068762,77759,59227,FPO,4,190,1635,983
4068763,77759,99455,FPO,4,190,1635,983
4068764,77759,44184,FPO,7,191,1250,980
4068765,77759,64927,FPO,8,194,1100,973
4068766,77759,62879,FPO,9,195,905,970
4068767,77759,66599,FPO,9,195,905,971
4068768,77759,147050,FPO,9,195,905,970
4068769,77759,32917,FPO,12,196,745,967
4068770,77759,79233,FPO,13,198,650,962
4068771,77759,99441,FPO,13,198,650,962
4068772,77759,7438,FPO,15,200,575,957
4068773,77759,109996,FPO,16,202,505,952
4068774,77759,34563,FPO,16,202,505,952
4068775,77759,133547,FPO,16,202,505,953
4068776,77759,144112,FPO,19,203,450,950
4068777,77759,75029,FPO,20,204,420,948
4068778,77759,63257,FPO,20,204,420,947
4068779,77759,111487,FPO,22,205,380,944
4068780,77759,71262,FPO,22,205,380,944
4068781,77759,15354,FPO,22,205,380,945
4068782,77759,196237,FPO,25,206,360,942
4068783,77759,106422,FPO,26,207,235,939
4068784,77759,51277,FPO,26,207,235,940
4068785,77759,215439,FPO,26,207,235,939
4068786,77759,130342,FPO,29,208,0,937
4068787,77759,138272,FPO,30,209,0,935
4068788,77759,198446,FPO,30,209,0,935
4068789,77759,66842,FPO,32,210,0,932
4068790,77759,62325,FPO,33,211,0,929
4068791,77759,146137,FPO,34,212,0,927
4068792,77759,130822,FPO,35,213,0,925
4068793,77759,112647,FPO,36,215,0,919
4068794,77759,61144,FPO,36,215,0,919
4068795,77759,144791,FPO,38,217,0,913
4068796,77759,140947,FPO,38,217,0,914
4068797,77759,29190,FPO,40,218,0,912
4068798,77759,79777,FPO,41,221,0,904
4068799,77759,152191,FPO,41,221,0,904
4068800,77759,142354,FPO,43,223,0,898
4068801,77759,60798,FPO,44,224,0,896
4068802,77759,135383,FPO,45,225,0,894
4068803,77759,139109,FPO,45,225,0,894
4068804,77759,184736,FPO,47,234,0,871
4068805,77759,170182,FPO,47,234,0,871
4068806,77759,107297,FPO,49,235,0,868
4068807,77759,133701,FPO,50,240,0,855
4068808,77759,237609,FPO,51,244,0,846
4068809,77759,62880,FPO,52,999,0,937
4068810,77759,59431,FPO,52,999,0,892
4078473,77091,85942,FPO,1,248,12000,1004
4078474,77091,64927,FPO,2,253,7200,995
4078475,77091,62879,FPO,3,254,5400,992
4078476,77091,48976,FPO,4,255,4350,991
4078477,77091,66599,FPO,5,257,3700,987
4078478,77091,73986,FPO,6,258,3250,985
4078479,77091,176243,FPO,7,259,2900,983
4078480,77091,144112,FPO,8,260,2600,981
4078481,77091,114560,FPO,9,261,2400,980
4078482,77091,133547,FPO,10,262,2200,978
4078483,77091,130342,FPO,11,263,1950,976
4078484,77091,59227,FPO,11,263,1950,976
4078485,77091,79233,FPO,11,263,1950,976
4078486,77091,58303,FPO,14,264,1750,974
4078487,77091,112647,FPO,15,267,1600,968
4078488,77091,32917,FPO,15,267,1600,968
4078489,77091,124963,FPO,17,268,1500,967
4078490,77091,34563,FPO,18,269,1450,965
4078491,77091,138272,FPO,19,270,1365,963
4078492,77091,32654,FPO,19,270,1365,963
4078493,77091,99441,FPO,21,271,1232,961
4078494,77091,99455,FPO,21,271,1232,961
4078495,77091,130822,FPO,21,271,1232,962
4078496,77091,198446,FPO,21,271,1232,962
4078497,77091,66842,FPO,25,272,1125,959
4078498,77091,71262,FPO,26,276,1088,952
4078499,77091,116694,FPO,26,276,1088,952
4078500,77091,29190,FPO,28,277,1009,950
4078501,77091,104187,FPO,28,277,1009,950
4078502,77091,84279,FPO,28,277,1009,951
4078503,77091,109996,FPO,28,277,1009,951
4078504,77091,44184,FPO,32,278,940,948
4078505,77091,81351,FPO,32,278,940,949
4078506,77091,140947,FPO,34,279,900,947
4078507,77091,107335,FPO,34,279,900,947
4078508,77091,50656,FPO,36,282,870,941
4078509,77091,51277,FPO,37,283,840,940
4078510,77091,111487,FPO,37,283,840,940
4078511,77091,215439,FPO,39,284,820,938
4078512,77091,101949,FPO,40,286,805,934
4078513,77091,176242,FPO,40,286,805,933
4078514,77091,62325,FPO,42,287,780,932
4078515,77091,147050,FPO,42,287,780,932
4078516,77091,75029,FPO,44,288,505,930
4078517,77091,74708,FPO,44,288,505,930
4078518,77091,142944,FPO,44,288,505,931
4078519,77091,104314,FPO,47,289,0,929
4078520,77091,146137,FPO,47,289,0,928
4078521,77091,133701,FPO,47,289,0,929
4078522,77091,152191,FPO,47,289,0,928
4078523,77091,107297,FPO,47,289,0,929
4078524,77091,33833,FPO,52,290,0,927
4078525,77091,61950,FPO,53,291,0,924
4078526,77091,139109,FPO,54,293,0,921
4078527,77091,79777,FPO,54,293,0,921
4078528,77091,73693,FPO,56,294,0,918
4078529,77091,63257,FPO,56,294,0,920
4078530,77091,197468,FPO,58,295,0,917
4078531,77091,135383,FPO,58,295,0,918
4078532,77091,65489,FPO,60,297,0,914
4078533,77091,78232,FPO,61,298,0,912
4078534,77091,50171,FPO,61,298,0,912
4078535,77091,32925,FPO,61,298,0,912
4078536,77091,184736,FPO,61,298,0,912
4078537,77091,27832,FPO,65,299,0,910
4078538,77091,65961,FPO,65,299,0,910
4078539,77091,193361,FPO,65,299,0,909
4078540,77091,61144,FPO,68,300,0,909
4078541,77091,60798,FPO,69,301,0,906
4078542,77091,48518,FPO,69,301,0,906
4078543,77091,66898,FPO,69,301,0,906
4078544,77091,106422,FPO,72,308,0,894
4078545,77091,144791,FPO,72,308,0,894
4078546,77091,104814,FPO,74,309,0,892
4078547,77091,130027,FPO,75,310,0,890
4078548,77091,158461,FPO,76,312,0,887
4078549,77091,116281,FPO,77,314,0,883
4078550,77091,82809,FPO,77,314,0,883
4078551,77091,142354,FPO,79,315,0,881
4078552,77091,237609,FPO,80,317,0,877
4078553,77091,218760,FPO,81,318,0,875
4078554,77091,35616,FPO,81,318,0,875
4078555,77091,130187,FPO,83,321,0,870
4078556,77091,143341,FPO,84,324,0,865
4078557,77091,102024,FPO,85,325,0,863
4078558,77091,67404,FPO,86,326,0,861
4078559,77091,176481,FPO,87,327,0,858
4078560,77091,164788,FPO,88,331,0,852
4078561,77091,147393,FPO,89,335,0,844
4078562,77091,38227,FPO,90,338,0,839
4078563,77091,83097,FPO,90,338,0,838
4078564,77091,212410,FPO,92,341,0,833
4078565,77091,48199,FPO,93,349,0,819
4078566,77091,97993,FPO,94,350,0,817
4078567,77091,205046,FPO,95,354,0,810
4078568,77091,77454,FPO,96,384,0,754
4078569,77091,59431,FPO,97,999,0,882
4078570,77091,57574,FPO,97,999,0,853
4078571,77091,111584,FPO,97,999,0,817
4078572,77091,55006,FPO,97,999,0,813
4091345,77760,44382,MPO,1,155,10000,1077
4091346,77760,75412,MPO,2,156,5500,1074
4091347,77760,121715,MPO,3,159,3725,1067
4091348,77760,18330,MPO,4,164,2975,1054
4091349,77760,45971,MPO,5,165,2450,1051
4091350,77760,60436,MPO,6,166,2000,1049
4091351,77760,129963,MPO,7,168,1625,1044
4091352,77760,68286,MPO,7,168,1625,1044
4091353,77760,72844,MPO,7,168,1625,1044
4091354,77760,85132,MPO,10,169,1350,1042
4091355,77760,58923,MPO,11,170,1071,1040
4091356,77760,27171,MPO,11,170,1071,1039
4091357,77760,39015,MPO,11,170,1071,1039
4091358,77760,43762,MPO,11,170,1071,1039
4091359,77760,57365,MPO,11,170,1071,1039
4091360,77760,51685,MPO,11,170,1071,1039
4091361,77760,38008,MPO,17,171,813,1037
4091362,77760,59635,MPO,17,171,813,1037
4091363,77760,96512,MPO,17,171,813,1036
4091364,77760,50671,MPO,20,172,735,1034
4091365,77760,98091,MPO,20,172,735,1034
4091366,77760,75590,MPO,22,173,642,1032
4091367,77760,34344,MPO,22,173,642,1032
4091368,77760,69424,MPO,22,173,642,1032
4091369,77760,61770,MPO,22,173,642,1031
4091370,77760,50670,MPO,22,173,642,1031
4091371,77760,139619,MPO,27,174,549,1030
4091372,77760,35449,MPO,27,174,549,1030
4091373,77760,79047,MPO,27,174,549,1029
4091374,77760,8332,MPO,27,174,549,1029
4091375,77760,33705,MPO,31,175,498,1027
4091376,77760,80331,MPO,31,175,498,1027
4091377,77760,50401,MPO,31,175,498,1026
4091378,77760,68103,MPO,34,176,460,1025
4091379,77760,122356,MPO,34,176,460,1024
