event_result_id,pdga_event_id,pdga_number,division,place,total_score,cash,event_rating
4313664,77768,197468,FPO,22,197,252,940
4313665,77768,27832,FPO,26,201,0,929
4313666,77768,66842,FPO,26,201,0,929
4313667,77768,62880,FPO,28,202,0,926
4313668,77768,142354,FPO,29,203,0,924
4313669,77768,87338,FPO,29,203,0,923
4313670,77768,71262,FPO,31,204,0,921
4313671,77768,135383,FPO,32,209,0,908
4313672,77768,59431,FPO,33,210,0,905
4313673,77768,104814,FPO,34,215,0,891
4313674,77768,193215,FPO,34,215,0,891
4313675,77768,61144,FPO,36,216,0,888
4313676,77768,139109,FPO,36,216,0,888
4313677,77768,79777,FPO,38,217,0,886
4313678,77768,106422,FPO,39,218,0,883
4313679,77768,184736,FPO,39,218,0,883
4313680,77768,107780,FPO,41,222,0,872
4313681,77768,170182,FPO,42,224,0,866
4313682,77768,74995,FPO,43,231,0,847
4313683,77768,33833,FPO,44,999,0,924
4313684,77768,76910,FPO,44,999,0,891
4313685,77768,144791,FPO,44,999,0,860
4326133,78196,38008,MPO,1,159,8223,1081
4326134,78196,91925,MPO,2,164,4490,1069
4326135,78196,59635,MPO,3,169,3192,1058
4326136,78196,91249,MPO,4,170,2272,1055
4326137,78196,122356,MPO,4,170,2272,1056
4326138,78196,27523,MPO,6,172,1731,1052
4326139,78196,57365,MPO,7,173,1324,1049
4326140,78196,27171,MPO,7,173,1324,1049
4326141,78196,44382,MPO,7,173,1324,1049
4326142,78196,75412,MPO,7,173,1324,1049
4326143,78196,144536,MPO,11,175,1039,1044
4326144,78196,37817,MPO,12,176,876,1042
4326145,78196,72576,MPO,12,176,876,1042
4326146,78196,155087,MPO,12,176,876,1042
4326147,78196,58926,MPO,12,176,876,1043
4326148,78196,104299,MPO,16,178,736,1037
4326149,78196,18330,MPO,16,178,736,1038
4326150,78196,51685,MPO,18,179,651,1035
4326151,78196,80331,MPO,18,179,651,1035
4326152,78196,87964,MPO,18,179,651,1036
4326153,78196,35449,MPO,21,180,563,1032
4326154,78196,81739,MPO,21,180,563,1034
4326155,78196,82297,MPO,21,180,563,1034
4326156,78196,78817,MPO,21,180,563,1034
4326157,78196,106059,MPO,25,181,490,1031
4326158,78196,85132,MPO,25,181,490,1030
4326159,78196,35070,MPO,25,181,490,1031
4326160,78196,15857,MPO,25,181,490,1031
4326161,78196,108695,MPO,29,182,438,1028
4326162,78196,34250,MPO,29,182,438,1029
4326163,78196,68237,MPO,29,182,438,1030
4326164,78196,96512,MPO,32,183,406,1027
4326165,78196,74569,MPO,32,183,406,1027
4326166,78196,18824,MPO,32,183,406,1027
4326167,78196,61186,MPO,35,184,371,1024
4326168,78196,41884,MPO,35,184,371,1024
4326169,78196,65715,MPO,35,184,371,1024
4326170,78196,31644,MPO,35,184,371,1025
4326171,78196,80134,MPO,39,185,335,1021
4326172,78196,190137,MPO,39,185,335,1022
4326173,78196,53565,MPO,39,185,335,1022
4326174,78196,33705,MPO,42,186,316,1020
4326175,78196,17295,MPO,42,186,316,1019
4326176,78196,116137,MPO,42,186,316,1020
4326177,78196,59419,MPO,45,187,150,1018
4326178,78196,79859,MPO,45,187,150,1019
4326179,78196,98091,MPO,47,189,0,1014
4326180,78196,176840,MPO,47,189,0,1012
4326181,78196,58923,MPO,47,189,0,1013
4326182,78196,121715,MPO,47,189,0,1013
4326183,78196,27812,MPO,47,189,0,1013
4326184,78196,91397,MPO,47,189,0,1013
4326185,78196,176270,MPO,47,189,0,1013
4326186,78196,108837,MPO,54,190,0,1011
4326187,78196,85850,MPO,55,191,0,1008
4326188,78196,174255,MPO,55,191,0,1009
4326189,78196,69509,MPO,55,191,0,1009
4326190,78196,107078,MPO,58,192,0,1007
4326191,78196,28903,MPO,59,194,0,1002
4326192,78196,157282,MPO,60,195,0,1000
4326193,78196,48950,MPO,60,195,0,1001
4326194,78196,81376,MPO,62,196,0,997
4326195,78196,59769,MPO,62,196,0,999
4326196,78196,131182,MPO,64,197,0,995
4326197,78196,98130,MPO,65,198,0,994
4326198,78196,139228,MPO,65,198,0,994
4326199,78196,100818,MPO,65,198,0,994
4326200,78196,129061,MPO,65,198,0,994
4326201,78196,182130,MPO,69,199,0,990
4326202,78196,126320,MPO,69,199,0,991
4326203,78196,95050,MPO,71,200,0,988
4326204,78196,135258,MPO,71,200,0,988
4326205,78196,131679,MPO,73,201,0,986
4326206,78196,85483,MPO,73,201,0,986
4326207,78196,128050,MPO,73,201,0,986
4326208,78196,110462,MPO,76,202,0,983
4326209,78196,102051,MPO,76,202,0,983
4326210,78196,101609,MPO,78,203,0,981
4326211,78196,8336,MPO,79,204,0,979
4326212,78196,111626,MPO,79,204,0,980
4326213,78196,107079,MPO,81,205,0,977
4326214,78196,133249,MPO,81,205,0,978
4326215,78196,81120,MPO,83,206,0,974
4326216,78196,87790,MPO,83,206,0,975
4326217,78196,83906,MPO,85,208,0,969
4326218,78196,146164,MPO,85,208,0,970
4326219,78196,91175,MPO,85,208,0,970
4326220,78196,111132,MPO,85,208,0,971
4326221,78196,168011,MPO,89,209,0,967
4326222,78196,216157,MPO,90,211,0,965
4326223,78196,89634,MPO,91,213,0,962
4326224,78196,95645,MPO,92,214,0,958
4326225,78196,81192,MPO,93,215,0,954
4326226,78196,112506,MPO,93,215,0,956
4326227,78196,64002,MPO,95,216,0,950
4326228,78196,62088,MPO,95,216,0,953
4326229,78196,190064,MPO,95,216,0,954
4326230,78196,163490,MPO,98,220,0,943
4326231,78196,132321,MPO,98,220,0,944
4326232,78196,138699,MPO,100,223,0,936
4326233,78196,99648,MPO,100,223,0,936
4326234,78196,164512,MPO,100,223,0,937
4326235,78196,57366,MPO,100,223,0,938
4326236,78196,77589,MPO,104,224,0,936
4326237,78196,72561,MPO,105,225,0,932
4326238,78196,55052,MPO,106,227,0,930
4326239,78196,84648,MPO,107,236,0,908
4326240,78196,29215,MPO,108,248,0,881
4326241,78196,92779,MPO,109,999,0,NULL
4326242,78196,166771,MPO,109,999,0,965
4326243,78196,99053,MPO,109,999,0,958
4326244,78196,44974,MPO,109,999,0,948
4326245,78196,73986,FPO,1,182,4166,997
4326246,78196,107335,FPO,2,188,2272,982
4326247,78196,85484,FPO,3,193,1596,968
4326248,78196,66599,FPO,4,194,1142,966
4326249,78196,109996,FPO,4,194,1142,966
4326250,78196,144658,FPO,6,198,833,955
4326251,78196,144112,FPO,6,198,833,955
4326252,78196,66898,FPO,8,201,658,947
4326253,78196,94085,FPO,8,201,658,948
4326254,78196,77385,FPO,10,202,568,945
4326255,78196,99441,FPO,11,205,525,937
4326256,78196,140660,FPO,12,206,487,935
4326257,78196,29190,FPO,13,209,454,927
4326258,78196,139387,FPO,14,214,411,913
4326259,78196,110168,FPO,14,214,411,914
4326260,78196,179873,FPO,16,217,379,906
4326261,78196,155026,FPO,17,218,344,904
4326262,78196,121554,FPO,17,218,344,904
4326263,78196,116694,FPO,17,218,344,904
4326264,78196,185057,FPO,20,219,314,901
4326265,78196,156259,FPO,21,220,0,898
4326266,78196,118782,FPO,21,220,0,898
4326267,78196,182450,FPO,23,223,0,890
4326268,78196,204650,FPO,24,224,0,888
4326269,78196,224238,FPO,24,224,0,888
4326270,78196,196237,FPO,26,225,0,886
4326271,78196,128532,FPO,27,226,0,882
4326272,78196,8694,FPO,28,230,0,873
4326273,78196,229526,FPO,29,232,0,867
4326274,78196,218520,FPO,29,232,0,867
4326275,78196,139321,FPO,31,233,0,864
4326276,78196,101949,FPO,31,233,0,865
4326277,78196,174311,FPO,33,234,0,862
4326278,78196,70414,FPO,34,235,0,860
4326279,78196,185583,FPO,35,236,0,856
4326280,78196,130817,FPO,36,239,0,849
4326281,78196,111514,FPO,37,254,0,810
4326282,78196,104320,FPO,38,257,0,801
4326283,78196,165310,FPO,39,999,0,862
4342702,77750,75412,MPO,1,225,12532,1064
4342703,77750,38008,MPO,2,227,8173,1062
4342704,77750,27523,MPO,3,230,6321,1055
4342705,77750,50670,MPO,4,233,5013,1050
4342706,77750,62467,MPO,5,234,4032,1048
4342707,77750,91249,MPO,6,235,3378,1046
4342708,77750,50671,MPO,7,240,2833,1042
4342709,77750,82297,MPO,8,243,2397,1035
4342710,77750,85850,MPO,9,244,1809,1033
4342711,77750,80331,MPO,9,244,1809,1033
4342712,77750,96512,MPO,9,244,1809,1033
4342713,77750,48950,MPO,9,244,1809,1033
4342714,77750,107197,MPO,9,244,1809,1032
4342715,77750,98130,MPO,14,245,1206,1032
4342716,77750,96736,MPO,14,245,1206,1032
4342717,77750,81739,MPO,14,245,1206,1031
4342718,77750,158640,MPO,14,245,1206,1029
4342719,77750,85132,MPO,14,245,1206,1030
4342720,77750,155087,MPO,14,245,1206,1031
4342721,77750,82562,MPO,14,245,1206,1029
4342722,77750,34250,MPO,21,246,959,1030
4342723,77750,131056,MPO,21,246,959,1030
4342724,77750,45971,MPO,23,247,823,1032
4342725,77750,107567,MPO,23,247,823,1029
4342726,77750,18330,MPO,23,247,823,1029
4342727,77750,59635,MPO,23,247,823,1025
4342728,77750,118426,MPO,23,247,823,1026
4342729,77750,76669,MPO,28,248,697,1027
4342730,77750,69509,MPO,28,248,697,1027
4342731,77750,18824,MPO,28,248,697,1026
4342732,77750,39015,MPO,28,248,697,1026
4342733,77750,41760,MPO,28,248,697,1027
4342734,77750,76456,MPO,33,249,618,1025
4342735,77750,68237,MPO,33,249,618,1023
4342736,77750,61186,MPO,33,249,618,1023
4342737,77750,8332,MPO,36,250,566,1024
4342738,77750,107078,MPO,36,250,566,1022
4342739,77750,91925,MPO,36,250,566,1025
4342740,77750,35876,MPO,36,250,566,1022
4342741,77750,44382,MPO,36,250,566,1022
4342742,77750,65715,MPO,41,251,0,1023
4342743,77750,33705,MPO,42,252,0,1020
4342744,77750,139228,MPO,42,252,0,1021
4342745,77750,108695,MPO,42,252,0,1019
4342746,77750,31644,MPO,42,252,0,1019
4342747,77750,89394,MPO,42,252,0,1019
4342748,77750,69424,MPO,42,252,0,1021
4342749,77750,17295,MPO,42,252,0,1018
4342750,77750,88212,MPO,42,252,0,1017
4342751,77750,130692,MPO,50,253,0,1017
4342752,77750,58926,MPO,50,253,0,1014
4342753,77750,44512,MPO,52,254,0,1016
4342754,77750,35449,MPO,52,254,0,1017
4342755,77750,64889,MPO,52,254,0,1014
4342756,77750,63765,MPO,52,254,0,1013
4342757,77750,82098,MPO,52,254,0,1013
4342758,77750,74569,MPO,57,255,0,1014
4342759,77750,144536,MPO,58,256,0,1011
4342760,77750,15857,MPO,59,257,0,1011
4342761,77750,51685,MPO,59,257,0,1009
4342762,77750,27812,MPO,61,258,0,1010
4342763,77750,37817,MPO,61,258,0,1009
4342764,77750,135125,MPO,61,258,0,1011
4342765,77750,61770,MPO,61,258,0,1010
4342766,77750,103114,MPO,65,259,0,1010
4342767,77750,79859,MPO,65,259,0,1009
4342768,77750,116137,MPO,65,259,0,1008
4342769,77750,131002,MPO,65,259,0,1008
4342770,77750,129061,MPO,65,259,0,1005
4342771,77750,122356,MPO,70,260,0,1007
4342772,77750,57365,MPO,71,261,0,1004
4342773,77750,58923,MPO,72,262,0,1000
4342774,77750,91397,MPO,72,262,0,1001
4342775,77750,128050,MPO,74,263,0,1002
4342776,77750,106059,MPO,74,263,0,1001
4342777,77750,35070,MPO,74,263,0,1001
4342778,77750,107079,MPO,74,263,0,1001
4342779,77750,87964,MPO,78,271,0,988
4342780,77750,80134,MPO,79,202,0,1001
4342781,77750,98091,MPO,80,203,0,1000
4342782,77750,99648,MPO,80,203,0,999
4342783,77750,104299,MPO,80,203,0,998
4342784,77750,136325,MPO,83,204,0,995
4342785,77750,166771,MPO,84,205,0,994
4342786,77750,119628,MPO,85,206,0,992
4342787,77750,121715,MPO,85,206,0,992
4342788,77750,87790,MPO,85,206,0,988
4342789,77750,28903,MPO,88,208,0,990
4342790,77750,53565,MPO,88,208,0,987
4342791,77750,212258,MPO,88,208,0,985
4342792,77750,110462,MPO,91,210,0,983
4342793,77750,143437,MPO,92,213,0,978
4342794,77750,72939,MPO,93,217,0,967
4342795,77750,176840,MPO,94,219,0,961
4342796,77750,78817,MPO,95,999,0,1008
4342797,77750,73986,FPO,1,259,8173,985
4342798,77750,107335,FPO,2,260,5449,985
4342799,77750,85942,FPO,3,263,3542,979
4342800,77750,64927,FPO,4,266,2180,972
4342801,77750,99455,FPO,5,269,1335,969
4342802,77750,84279,FPO,5,269,1335,968
4342803,77750,29190,FPO,7,270,926,967
4342804,77750,144658,FPO,8,272,763,963
4342805,77750,66599,FPO,9,273,627,963
4342806,77750,94085,FPO,9,273,627,961
4342807,77750,144112,FPO,11,275,567,958
4342808,77750,109996,FPO,12,276,545,956
4342809,77750,27832,FPO,13,277,0,954
4342810,77750,59227,FPO,13,277,0,953
4342811,77750,185534,FPO,15,279,0,950
4342812,77750,99441,FPO,16,287,0,935
4342813,77750,155026,FPO,17,215,0,942
4342814,77750,59431,FPO,18,216,0,939
4342815,77750,34563,FPO,19,219,0,933
4342816,77750,140660,FPO,20,222,0,926
4342817,77750,70558,FPO,21,223,0,924
4342818,77750,96090,FPO,22,230,0,909
4342819,77750,110168,FPO,23,231,0,905
4342820,77750,213668,FPO,24,233,0,900
4342821,77750,61990,FPO,25,235,0,896
4342822,77750,165310,FPO,26,258,0,843
4342823,77750,85484,FPO,27,999,0,891
4358101,78197,38008,MPO,1,148,8059,1073
4358102,78197,27523,MPO,2,149,4465,1070
4358103,78197,58926,MPO,3,151,3158,1065
4358104,78197,85132,MPO,4,154,2450,1056
4358105,78197,108695,MPO,5,156,1759,1050
4358106,78197,59635,MPO,5,156,1759,1051
4358107,78197,35449,MPO,5,156,1759,1050
4358108,78197,8332,MPO,8,157,1294,1048
4358109,78197,88212,MPO,8,157,1294,1048
4358110,78197,75412,MPO,10,158,931,1045
4358111,78197,131056,MPO,10,158,931,1045
4358112,78197,18330,MPO,10,158,931,1045
4358113,78197,130692,MPO,10,158,931,1045
4358114,78197,99053,MPO,10,158,931,1045
4358115,78197,107197,MPO,10,158,931,1045
4358116,78197,103114,MPO,16,160,708,1039
4358117,78197,48950,MPO,16,160,708,1040
4358118,78197,17295,MPO,16,160,708,1040
4358119,78197,27812,MPO,19,161,602,1037
4358120,78197,98091,MPO,19,161,602,1037
4358121,78197,45971,MPO,19,161,602,1037
4358122,78197,34250,MPO,19,161,602,1037
4358123,78197,133249,MPO,23,162,534,1034
4358124,78197,158640,MPO,23,162,534,1034
4358125,78197,129061,MPO,25,163,482,1032
4358126,78197,95050,MPO,25,163,482,1031
4358127,78197,53565,MPO,25,163,482,1031
4358128,78197,131002,MPO,25,163,482,1031
4358129,78197,76456,MPO,29,164,439,1028
4358130,78197,107567,MPO,29,164,439,1029
4358131,78197,130745,MPO,31,165,408,1026
4358132,78197,116000,MPO,31,165,408,1026
4358133,78197,91249,MPO,31,165,408,1026
4358134,78197,82297,MPO,34,166,381,1023
4358135,78197,104299,MPO,34,166,381,1023
4358136,78197,94872,MPO,36,167,341,1020
4358137,78197,159317,MPO,36,167,341,1020
4358138,78197,33705,MPO,36,167,341,1021
4358139,78197,176270,MPO,36,167,341,1020
4358140,78197,91397,MPO,36,167,341,1020
4358141,78197,135125,MPO,36,167,341,1020
4358142,78197,80134,MPO,36,167,341,1020
4358143,78197,15857,MPO,43,168,306,1018
4358144,78197,121715,MPO,43,168,306,1018
4358145,78197,85483,MPO,45,169,0,1015
4358146,78197,58923,MPO,45,169,0,1015
4358147,78197,92779,MPO,45,169,0,1015
4358148,78197,79859,MPO,48,170,0,1012
4358149,78197,59419,MPO,48,170,0,1012
4358150,78197,78817,MPO,48,170,0,1012
4358151,78197,74130,MPO,51,171,0,1009
4358152,78197,106059,MPO,51,171,0,1009
4358153,78197,81739,MPO,51,171,0,1010
4358154,78197,18824,MPO,51,171,0,1009
4358155,78197,91925,MPO,51,171,0,1009
4358156,78197,136325,MPO,51,171,0,1009
4358157,78197,44974,MPO,57,172,0,1007
4358158,78197,68237,MPO,57,172,0,1007
4358159,78197,80331,MPO,57,172,0,1006
4358160,78197,37817,MPO,60,173,0,1004
4358161,78197,64889,MPO,60,173,0,1004
4358162,78197,89634,MPO,60,173,0,1004
4358163,78197,116137,MPO,60,173,0,1004
4358164,78197,87790,MPO,60,173,0,1004
4358165,78197,87964,MPO,60,173,0,1004
4358166,78197,129933,MPO,66,174,0,1001
4358167,78197,82562,MPO,66,174,0,1001
4358168,78197,85850,MPO,66,174,0,1001
4358169,78197,110462,MPO,69,175,0,998
4358170,78197,216157,MPO,69,175,0,998
4358171,78197,65715,MPO,69,175,0,998
4358172,78197,59769,MPO,72,176,0,995
4358173,78197,99648,MPO,72,176,0,995
4358174,78197,41884,MPO,72,176,0,995
4358175,78197,76669,MPO,72,176,0,995
4358176,78197,100818,MPO,72,176,0,995
4358177,78197,128887,MPO,72,176,0,995
4358178,78197,128050,MPO,78,177,0,993
4358179,78197,71551,MPO,78,177,0,993
4358180,78197,96736,MPO,78,177,0,993
4358181,78197,72939,MPO,81,179,0,987
4358182,78197,64917,MPO,81,179,0,987
4358183,78197,138685,MPO,83,180,0,984
4358184,78197,107079,MPO,83,180,0,984
4358185,78197,117337,MPO,85,181,0,982
4358186,78197,157065,MPO,86,183,0,976
4358187,78197,53538,MPO,86,183,0,976
4358188,78197,130300,MPO,88,184,0,973
4358189,78197,107078,MPO,88,184,0,973
4358190,78197,111132,MPO,88,184,0,973
4358191,78197,182130,MPO,88,184,0,973
4358192,78197,165010,MPO,92,186,0,968
4358193,78197,83906,MPO,93,187,0,965
4358194,78197,98130,MPO,94,188,0,962
4358195,78197,166771,MPO,95,189,0,960
4358196,78197,118018,MPO,96,190,0,957
4358197,78197,77497,MPO,97,191,0,954
4358198,78197,30752,MPO,97,191,0,954
4358199,78197,190064,MPO,99,193,0,949
4358200,78197,57366,MPO,100,197,0,938
4358201,78197,52488,MPO,101,198,0,935
4358202,78197,112414,MPO,102,199,0,932
4358203,78197,64002,MPO,103,202,0,924
4358204,78197,136948,MPO,104,204,0,918
4358205,78197,52595,MPO,104,204,0,918
4358206,78197,155087,MPO,106,999,0,1026
4358207,78197,61186,MPO,106,999,0,1001
4358208,78197,35070,MPO,106,999,0,964
4358209,78197,85942,FPO,1,179,4248,980
4358210,78197,64927,FPO,2,179,2342,980
4358211,78197,66599,FPO,3,180,1634,977
4358212,78197,109996,FPO,4,182,1274,972
4358213,78197,94085,FPO,5,184,1056,966
4358214,78197,196237,FPO,6,185,850,963
4358215,78197,84279,FPO,6,185,850,963
4358216,78197,73986,FPO,8,187,708,957
4358217,78197,144112,FPO,9,188,637,955
4358218,78197,107335,FPO,10,190,555,949
4358219,78197,110168,FPO,10,190,555,949
4358220,78197,70172,FPO,12,191,479,946
4358221,78197,59227,FPO,12,191,479,946
4358222,78197,185534,FPO,14,192,423,943
4358223,78197,85484,FPO,14,192,423,943
4358224,78197,202571,FPO,16,196,387,932
4358225,78197,184570,FPO,17,200,370,921
4358226,78197,57526,FPO,18,201,333,918
4358227,78197,108593,FPO,18,201,333,918
4358228,78197,173601,FPO,18,201,333,918
4358229,78197,134403,FPO,21,202,0,915
4358230,78197,119221,FPO,22,203,0,913
4358231,78197,116694,FPO,22,203,0,912
4358232,78197,118782,FPO,22,203,0,912
4358233,78197,218260,FPO,22,203,0,913
4358234,78197,61990,FPO,26,205,0,907
4358235,78197,144658,FPO,27,206,0,904
4358236,78197,229526,FPO,28,207,0,901
4358237,78197,115503,FPO,28,207,0,901
4358238,78197,139387,FPO,30,210,0,893
4358239,78197,155026,FPO,30,210,0,893
4358240,78197,128532,FPO,32,211,0,890
4358241,78197,179873,FPO,33,214,0,881
4358242,78197,101949,FPO,34,218,0,870
4358243,78197,184609,FPO,35,226,0,848
4358244,78197,72635,FPO,36,228,0,842
4358245,78197,131959,FPO,37,237,0,817
4358246,78197,291873,FPO,38,253,0,772
4358247,78197,34563,FPO,39,999,0,884
4374416,77769,75412,MPO,1,214,15000,1074
4374417,77769,50671,MPO,2,221,7500,1062
4374418,77769,62467,MPO,3,222,4750,1060
4374419,77769,45971,MPO,3,222,4750,1060
4374420,77769,41760,MPO,5,223,3500,1058
4374421,77769,50670,MPO,6,224,2950,1057
4374422,77769,85132,MPO,6,224,2950,1057
4374423,77769,27523,MPO,8,226,2538,1053
4374424,77769,91925,MPO,8,226,2538,1053
4374425,77769,43762,MPO,10,228,2300,1050
4374426,77769,47472,MPO,11,229,2100,1048
4374427,77769,69509,MPO,11,229,2100,1048
4374428,77769,79748,MPO,13,230,1825,1046
4374429,77769,101574,MPO,13,230,1825,1046
4374430,77769,49885,MPO,13,230,1825,1046
4374431,77769,75590,MPO,16,231,1598,1045
4374432,77769,60436,MPO,16,231,1598,1045
4374433,77769,63765,MPO,18,232,1450,1043
4374434,77769,72844,MPO,18,232,1450,1043
4374435,77769,54049,MPO,18,232,1450,1043
4374436,77769,88212,MPO,21,233,1322,1041
4374437,77769,35449,MPO,21,233,1322,1041
4374438,77769,98091,MPO,21,233,1322,1041
4374439,77769,89394,MPO,24,234,1188,1039
4374440,77769,101197,MPO,24,234,1188,1039
4374441,77769,50401,MPO,24,234,1188,1039
4374442,77769,102119,MPO,24,234,1188,1039
4374443,77769,96512,MPO,28,235,1100,1038
4374444,77769,18330,MPO,29,237,1050,1034
4374445,77769,91397,MPO,29,237,1050,1034
4374446,77769,190731,MPO,29,237,1050,1034
4374447,77769,44512,MPO,32,238,990,1032
4374448,77769,98722,MPO,32,238,990,1032
4374449,77769,90439,MPO,34,239,901,1031
4374450,77769,145206,MPO,34,239,901,1031
4374451,77769,139619,MPO,34,239,901,1030
4374452,77769,68103,MPO,34,239,901,1031
4374453,77769,56579,MPO,34,239,901,1031
4374454,77769,139228,MPO,34,239,901,1031
4374455,77769,61770,MPO,34,239,901,1031
4374456,77769,65266,MPO,41,240,798,1029
4374457,77769,13864,MPO,41,240,798,1029
4374458,77769,68237,MPO,41,240,798,1029
4374459,77769,128378,MPO,41,240,798,1029
4374460,77769,11534,MPO,41,240,798,1029
4374461,77769,111887,MPO,41,240,798,1029
4374462,77769,48346,MPO,47,241,740,1027
4374463,77769,31818,MPO,47,241,740,1027
4374464,77769,99246,MPO,47,241,740,1027
4374465,77769,113179,MPO,50,242,705,1026
4374466,77769,153445,MPO,50,242,705,1025
4374467,77769,44382,MPO,50,242,705,1025
4374468,77769,56016,MPO,50,242,705,1026
4374469,77769,78817,MPO,54,243,670,1024
4374470,77769,53565,MPO,54,243,670,1024
4374471,77769,39015,MPO,54,243,670,1024
4374472,77769,33838,MPO,57,244,650,1022
4374473,77769,62387,MPO,57,244,650,1022
4374474,77769,81739,MPO,59,246,640,1019
4374475,77769,33705,MPO,60,247,625,1017
4374476,77769,140954,MPO,60,247,625,1017
4374477,77769,136030,MPO,62,248,620,1015
4374478,77769,103050,MPO,63,250,0,1012
4374479,77769,121715,MPO,64,251,0,1010
4374480,77769,39491,MPO,65,254,0,1005
4374481,77769,59419,MPO,66,186,0,1015
4374482,77769,89959,MPO,67,187,0,1012
4374483,77769,122356,MPO,67,187,0,1012
4374484,77769,130724,MPO,67,187,0,1012
4374485,77769,34344,MPO,67,187,0,1012
4374486,77769,76669,MPO,67,187,0,1013
4374487,77769,129963,MPO,67,187,0,1012
4374488,77769,3140,MPO,73,188,0,1010
4374489,77769,51685,MPO,73,188,0,1010
4374490,77769,212153,MPO,73,188,0,1010
4374491,77769,94844,MPO,73,188,0,1010
4374492,77769,50312,MPO,77,189,0,1008
4374493,77769,201435,MPO,77,189,0,1008
4374494,77769,97115,MPO,77,189,0,1008
4374495,77769,93475,MPO,77,189,0,1008
4374496,77769,120743,MPO,81,190,0,1005
4374497,77769,60435,MPO,81,190,0,1006
4374498,77769,46394,MPO,83,191,0,1003
4374499,77769,81781,MPO,83,191,0,1003
4374500,77769,58320,MPO,83,191,0,1003
4374501,77769,60259,MPO,83,191,0,1003
4374502,77769,32599,MPO,83,191,0,1003
4374503,77769,98161,MPO,83,191,0,1003
4374504,77769,100497,MPO,89,192,0,1001
4374505,77769,68286,MPO,89,192,0,1001
4374506,77769,144536,MPO,89,192,0,1001
4374507,77769,87673,MPO,89,192,0,1001
4374508,77769,214321,MPO,93,193,0,998
4374509,77769,132521,MPO,93,193,0,999
4374510,77769,70585,MPO,95,194,0,996
4374511,77769,45463,MPO,95,194,0,996
4374512,77769,25541,MPO,95,194,0,996
4374513,77769,138103,MPO,95,194,0,996
4374514,77769,124607,MPO,95,194,0,997
4374515,77769,119794,MPO,100,195,0,994
4374516,77769,57544,MPO,100,195,0,994
4374517,77769,128278,MPO,102,196,0,992
4374518,77769,62322,MPO,102,196,0,992
4374519,77769,130709,MPO,102,196,0,992
4374520,77769,43834,MPO,105,197,0,989
4374521,77769,23651,MPO,105,197,0,990
4374522,77769,68481,MPO,105,197,0,990
4374523,77769,69424,MPO,105,197,0,990
4374524,77769,146804,MPO,105,197,0,989
4374525,77769,67172,MPO,105,197,0,990
4374526,77769,99092,MPO,111,198,0,987
4374527,77769,167395,MPO,111,198,0,987
4374528,77769,49643,MPO,113,199,0,985
4374529,77769,76153,MPO,113,199,0,985
4374530,77769,99053,MPO,115,200,0,983
4374531,77769,97326,MPO,116,201,0,981
4374532,77769,79047,MPO,116,201,0,980
4374533,77769,45739,MPO,116,201,0,980
4374534,77769,99648,MPO,119,202,0,978
4374535,77769,121902,MPO,119,202,0,978
4374536,77769,7350,MPO,119,202,0,978
4374537,77769,55310,MPO,122,203,0,976
4374538,77769,129886,MPO,122,203,0,976
4374539,77769,101247,MPO,124,204,0,974
4374540,77769,60666,MPO,124,204,0,974
4374541,77769,58814,MPO,126,205,0,971
4374542,77769,184548,MPO,126,205,0,971
4374543,77769,57365,MPO,126,205,0,971
4374544,77769,93782,MPO,126,205,0,971
4374545,77769,28132,MPO,126,205,0,971
4374546,77769,109175,MPO,126,205,0,971
4374547,77769,104419,MPO,132,206,0,969
4374548,77769,60069,MPO,133,207,0,967
4374549,77769,40067,MPO,134,209,0,962
4374550,77769,141049,MPO,134,209,0,962
4374551,77769,137590,MPO,134,209,0,962
4374552,77769,93197,MPO,137,210,0,960
4374553,77769,114044,MPO,137,210,0,960
4374554,77769,135818,MPO,139,211,0,957
4374555,77769,88370,MPO,140,214,0,950
4374556,77769,99153,MPO,140,214,0,950
4374557,77769,83784,MPO,142,215,0,948
4374558,77769,125621,MPO,143,218,0,941
4374559,77769,154960,MPO,144,220,0,937
4374560,77769,150967,MPO,144,220,0,936
4374561,77769,152494,MPO,146,229,0,915
4374562,77769,56511,MPO,148,999,0,933
4374563,77769,34250,MPO,147,999,0,1002
4374564,77769,138355,MPO,149,999,0,957
4374565,77769,87143,MPO,149,999,0,956
4374566,77769,100568,MPO,149,999,0,950
4374567,77769,136531,MPO,149,999,0,891
4374568,77769,147497,MPO,149,999,0,880
4374569,77769,133547,FPO,1,215,9000,1000
4374570,77769,32654,FPO,2,222,3900,984
4374571,77769,81351,FPO,2,222,3900,985
4374572,77769,144112,FPO,4,223,2600,982
4374573,77769,48976,FPO,5,224,2100,980
4374574,77769,29190,FPO,6,226,1825,975
4374575,77769,85942,FPO,6,226,1825,975
4374576,77769,111487,FPO,8,227,1625,973
4374577,77769,122208,FPO,9,229,1500,968
4374578,77769,198446,FPO,10,230,1425,966
4374579,77769,62880,FPO,11,232,1325,961
4374580,77769,79233,FPO,12,233,1200,959
4374581,77769,112647,FPO,13,235,1100,954
4374582,77769,99455,FPO,14,236,1025,952
4374583,77769,32917,FPO,14,236,1025,952
4374584,77769,59431,FPO,16,238,950,947
4374585,77769,138272,FPO,17,240,900,943
4374586,77769,66842,FPO,18,242,838,938
4374587,77769,124963,FPO,18,242,838,938
4374588,77769,51277,FPO,20,244,775,934
4374589,77769,130342,FPO,21,245,708,931
